Name	Score
203052_at	4.54687544388393e-05
8019622	4.54687544388393e-05
206206_at	9.09369920198957e-05
8007483	9.09369920198957e-05
221081_s_at	0.000136404712743169
7932985	0.000136404712743169
219183_s_at	0.00018187191660866
8105506	0.00018187191660866
229597_s_at	0.000227338603616368
8016847	0.000227338603616368
222876_s_at	0.000272804773766294
7915846	0.000272804773766294
227677_at	0.000318270427058436
7896714	0.000318270427058436
219386_s_at	0.000363735563492796
8010454	0.000363735563492796
203507_at	0.000409200183069372
7955376	0.000409200183069372
229635_at	0.000454664285788167
8096281	0.000454664285788167
227353_at	0.000500127871649178
8005814	0.000500127871649178
215075_s_at	0.000545590940652407
8010426	0.000545590940652407
211429_s_at	0.000591053492797852
8061186	0.000591053492797852
229937_x_at	0.000636515528085516
8048898	0.000636515528085516
202546_at	0.000681977046515396
7927405	0.000681977046515396
206219_s_at	0.000727438048087494
7997453	0.000727438048087494
202833_s_at	0.000772898532801807
7933008	0.000772898532801807
209906_at	0.000818358500658339
8068697	0.000818358500658339
207091_at	0.000863817951657089
8064716	0.000863817951657089
203402_at	0.000909276885798054
7980005	0.000909276885798054
230391_at	0.000954735303081238
7931951	0.000954735303081238
204661_at	0.00100019320350664
8082100	0.00100019320350664
205270_s_at	0.00104565058707426
8000482	0.00104565058707426
205504_at	0.00109110745378409
7950578	0.00109110745378409
207992_s_at	0.00113656380363614
7958884	0.00113656380363614
204328_at	0.00118201963663041
8138613	0.00118201963663041
38671_at	0.0012274749527669
8009164	0.0012274749527669
235085_at	0.0012729297520456
7912956	0.0012729297520456
213275_x_at	0.00131838403446652
8005458	0.00131838403446652
244352_at	0.00136383780002966
8044584	0.00136383780002966
204923_at	0.00140929104873502
7982564	0.00140929104873502
225646_at	0.00145474378058259
8163452	0.00145474378058259
203236_s_at	0.00150019599557238
8047403	0.00150019599557238
200839_s_at	0.00154564769370439
8094240	0.00154564769370439
204613_at	0.00159109887497861
7958913	0.00159109887497861
208071_s_at	0.00163654953939506
8146579	0.00163654953939506
205988_at	0.00168199968695371
8178676	0.00168199968695371
219358_s_at	0.00172744931765459
7927425	0.00172744931765459
205098_at	0.00177289843149768
8057744	0.00177289843149768
213958_at	0.00181834702848299
8049246	0.00181834702848299
56821_at	0.00186379510861052
8180411	0.00186379510861052
201422_at	0.00190924267188027
8088247	0.00190924267188027
205965_at	0.00195468971829223
7908779	0.00195468971829223
204786_s_at	0.00200013624784641
8120043	0.00200013624784641
223562_at	0.0020455822605428
7995539	0.0020455822605428
203240_at	0.00209102775638142
8140782	0.00209102775638142
218543_s_at	0.00213647273536225
7979813	0.00213647273536225
222496_s_at	0.0021819171974853
8151532	0.0021819171974853
201721_s_at	0.00222736114275056
8130768	0.00222736114275056
214511_x_at	0.00227280457115804
7921752	0.00227280457115804
226459_at	0.00231824748270774
8162236	0.00231824748270774
227961_at	0.00236368987739966
7896688	0.00236368987739966
1555349_a_at	0.00240913175523379
8102912	0.00240913175523379
204118_at	0.00245457311621015
8111772	0.00245457311621015
224451_x_at	0.00250001396032871
8090018	0.00250001396032871
201743_at	0.0025454542875895
8124911	0.0025454542875895
233510_s_at	0.0025908940979925
8070194	0.0025908940979925
219385_at	0.00263633339153772
7958895	0.00263633339153772
200743_s_at	0.00268177216822516
8065280	0.00268177216822516
202953_at	0.00272721042805481
7946228	0.00272721042805481
202329_at	0.00277264817102669
8082075	0.00277264817102669
202075_s_at	0.00281808539714077
7931728	0.00281808539714077
203382_s_at	0.00286352210639708
7971486	0.00286352210639708
213274_s_at	0.0029089582987956
7896726	0.0029089582987956
216950_s_at	0.00295439397433635
8010139	0.00295439397433635
211284_s_at	0.0029998291330193
8028104	0.0029998291330193
213733_at	0.00304526377484448
8078014	0.00304526377484448
222143_s_at	0.00309069789981187
8078405	0.00309069789981187
217388_s_at	0.00313613150792148
8125139	0.00313613150792148
34210_at	0.00318156459917331
8179851	0.00318156459917331
223303_at	0.00322699717356735
7903980	0.00322699717356735
207697_x_at	0.00327242923110361
8121563	0.00327242923110361
207224_s_at	0.00331786077178209
8062908	0.00331786077178209
229490_s_at	0.00336329179560279
8161701	0.00336329179560279
216041_x_at	0.0034087223025657
7997427	0.0034087223025657
202803_s_at	0.00345415229267083
7965359	0.00345415229267083
223553_s_at	0.00349958176591817
8009568	0.00349958176591817
206687_s_at	0.00354501072230774
8058498	0.00354501072230774
201954_at	0.00359043916183952
8142345	0.00359043916183952
209901_x_at	0.00363586708451352
8013450	0.00363586708451352
232617_at	0.00368129449032973
8089928	0.00368129449032973
227897_at	0.00372672137928817
7902874	0.00372672137928817
211366_x_at	0.00377214775138882
8006214	0.00377214775138882
204153_s_at	0.00381757360663169
8156060	0.00381757360663169
219956_at	0.00386299894501677
8072798	0.00386299894501677
229383_at	0.00390842376654407
8090277	0.00390842376654407
233690_at	0.00395384807121359
7940717	0.00395384807121359
238780_s_at	0.00399927185902533
7986350	0.00399927185902533
200678_x_at	0.00404469512997928
8176163	0.00404469512997928
204588_s_at	0.00409011788407545
7966268	0.00409011788407545
223402_at	0.00413554012131384
8038029	0.00413554012131384
209823_x_at	0.00418096184169444
7997099	0.00418096184169444
218035_s_at	0.00422638304521727
8178498	0.00422638304521727
204046_at	0.00427180373188231
8075910	0.00427180373188231
201279_s_at	0.00431722390168957
7929282	0.00431722390168957
201280_s_at	0.00436264355463904
8163618	0.00436264355463904
244061_at	0.00440806269073073
8103601	0.00440806269073073
218345_at	0.00445348130996464
8139057	0.00445348130996464
235385_at	0.00449889941234077
7971296	0.00449889941234077
213603_s_at	0.00454431699785911
8099721	0.00454431699785911
206991_s_at	0.00458973406651967
7925851	0.00458973406651967
221581_s_at	0.00463515061832244
8085431	0.00463515061832244
202087_s_at	0.00468056665326744
8116998	0.00468056665326744
204198_s_at	0.00472598217135465
8077858	0.00472598217135465
218232_at	0.00477139717258408
7954436	0.00477139717258408
213095_x_at	0.00481681165695573
7918157	0.00481681165695573
217022_s_at	0.00486222562446959
7911178	0.00486222562446959
203028_s_at	0.00490763907512567
8121257	0.00490763907512567
210314_x_at	0.00495305200892397
7960794	0.00495305200892397
226039_at	0.00499846442586448
8126839	0.00499846442586448
226219_at	0.00504387632594722
8004184	0.00504387632594722
38149_at	0.00508928770917216
8105436	0.00508928770917216
210757_x_at	0.00513469857553933
7978366	0.00513469857553933
211395_x_at	0.00518010892504871
7964119	0.00518010892504871
215051_x_at	0.00522551875770031
7971482	0.00522551875770031
204192_at	0.00527092807349414
7974835	0.00527092807349414
210644_s_at	0.00531633687243017
7995456	0.00531633687243017
237186_at	0.00536174515450842
8030374	0.00536174515450842
1559502_s_at	0.00540715291972889
8099967	0.00540715291972889
209879_at	0.00545256016809158
7899192	0.00545256016809158
235359_at	0.00549796689959648
7908125	0.00549796689959648
206090_s_at	0.0055433731142436
8146500	0.0055433731142436
200838_at	0.00558877881203294
8125713	0.00558877881203294
203379_at	0.0056341839929645
8096116	0.0056341839929645
226017_at	0.00567958865703827
8093624	0.00567958865703827
209970_x_at	0.00572499280425426
8174692	0.00572499280425426
220918_at	0.00577039643461247
7976216	0.00577039643461247
206545_at	0.0058157995481129
8056222	0.0058157995481129
204122_at	0.00586120214475554
8136869	0.00586120214475554
203932_at	0.0059066042245404
8100210	0.0059066042245404
209138_x_at	0.00595200578746747
8174051	0.00595200578746747
203381_s_at	0.00599740683353677
8002969	0.00599740683353677
204924_at	0.00604280736274828
8179731	0.00604280736274828
203922_s_at	0.00608820737510201
8002778	0.00608820737510201
201487_at	0.00613360687059795
8047738	0.00613360687059795
208018_s_at	0.00617900584923611
7949916	0.00617900584923611
200701_at	0.00622440431101649
7960642	0.00622440431101649
221666_s_at	0.00626980225593909
7922051	0.00626980225593909
209626_s_at	0.0063151996840039
8179041	0.0063151996840039
201785_at	0.00636059659521093
8115076	0.00636059659521093
214677_x_at	0.00640599298956018
8086600	0.00640599298956018
219243_at	0.00645138886705165
8152079	0.00645138886705165
203963_at	0.00649678422768533
8046086	0.00649678422768533
202902_s_at	0.00654217907146123
8007620	0.00654217907146123
215121_x_at	0.00658757339837935
8084951	0.00658757339837935
204638_at	0.00663296720843968
8021727	0.00663296720843968
205349_at	0.00667836050164224
7961900	0.00667836050164224
235458_at	0.006723753277987
7898337	0.006723753277987
223502_s_at	0.00676914553747399
7981530	0.00676914553747399
206420_at	0.00681453728010319
7979085	0.00681453728010319
204103_at	0.00685992850587462
7939839	0.00685992850587462
203416_at	0.00690531921478825
7909175	0.00690531921478825
211656_x_at	0.00695070940684411
8115734	0.00695070940684411
217931_at	0.00699609908204218
7961532	0.00699609908204218
204265_s_at	0.00704148824038247
8077458	0.00704148824038247
213502_x_at	0.00708687688186497
8005809	0.00708687688186497
203504_s_at	0.0071322650064897
7963614	0.0071322650064897
